epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/dasi,val/AP/sabuk,val/AP/sepatu,val/AP/topiPet,val/AP/wajah,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
10,208,,,,,,,,,,,,,,,,,,,,,,0.679845929145813,0.5499442219734192,0.6720632910728455,0.676081657409668,0.6847748756408691,0.9294130802154541,0.9380344152450562,0.6586030721664429,0.7281914949417114,3.9324567317962646,0.9425633549690247,0.652541995048523,0.7914890050888062,0.7241410613059998,0.9725500345230103,0.8918820023536682
10,208,3881.855224609375,3882.233642578125,3881.13818359375,3883.7763671875,1.0864402055740356,4.789795875549316,0.03072110377252102,0.031226491555571556,0.031145036220550537,0.03555156663060188,0.5421046614646912,0.5880158543586731,0.5475112199783325,0.5764148831367493,0.2295992523431778,0.23293964564800262,0.23147249221801758,0.25225314497947693,,,,,,,,,,,,,,,,,,,
11,227,,,,,,,,,,,,,,,,,,,,,,0.6846373677253723,0.5926977396011353,0.6481348276138306,0.6640670299530029,0.6903651356697083,0.9266788363456726,0.9413813352584839,0.6594123244285583,0.7306045293807983,3.981369733810425,0.9440680742263794,0.6559804081916809,0.8001044392585754,0.7314592003822327,0.9602590799331665,0.8983210325241089
11,227,3881.203857421875,3881.5,3880.740234375,3882.957275390625,1.1699461936950684,4.6668596267700195,0.028945235535502434,0.030431650578975677,0.02971057780086994,0.033689484000205994,0.5313852429389954,0.5728397369384766,0.535542368888855,0.565614640712738,0.22210191190242767,0.22981078922748566,0.2258111983537674,0.24607296288013458,,,,,,,,,,,,,,,,,,,
12,246,,,,,,,,,,,,,,,,,,,,,,0.6876712441444397,0.5699805021286011,0.6678465604782104,0.689369797706604,0.6839096546173096,0.9344925880432129,0.9449500441551208,0.6497053503990173,0.7191179990768433,3.9365487098693848,0.948901355266571,0.6597555875778198,0.767233669757843,0.7288517355918884,0.9526499509811401,0.9196218848228455
12,246,3881.8486328125,3882.328857421875,3881.592041015625,3883.5,0.7254250049591064,4.605743885040283,0.028638917952775955,0.029326461255550385,0.02877887338399887,0.0333678312599659,0.5270937085151672,0.5697550773620605,0.5333464741706848,0.5631985068321228,0.21998684108257294,0.224293515086174,0.221067875623703,0.2405470311641693,,,,,,,,,,,,,,,,,,,
13,249,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
13,265,,,,,,,,,,,,,,,,,,,,,,0.6929751038551331,0.5450159311294556,0.6570037603378296,0.6825746893882751,0.676744282245636,0.9386816620826721,0.9451140761375427,0.6631386280059814,0.7313137650489807,4.08767032623291,0.9470146298408508,0.6508627533912659,0.7447835803031921,0.7210269570350647,0.973848819732666,0.9075402021408081
13,265,3881.72705078125,3881.578857421875,3881.26318359375,3883.365234375,0.7958784103393555,4.613720893859863,0.029518719762563705,0.030089791864156723,0.02965950034558773,0.035586800426244736,0.5302250981330872,0.5660929083824158,0.5372881293296814,0.5703338384628296,0.2164703607559204,0.21880130469799042,0.2167133092880249,0.24076858162879944,,,,,,,,,,,,,,,,,,,
14,284,,,,,,,,,,,,,,,,,,,,,,0.6935216784477234,0.5414229035377502,0.6465473175048828,0.6903045177459717,0.66786128282547,0.9215401411056519,0.9456295967102051,0.6548838019371033,0.7314855456352234,4.067991256713867,0.9417843818664551,0.6479315161705017,0.7546120882034302,0.7279453277587891,0.9518864154815674,0.8967600464820862
14,284,3882.457275390625,3881.8388671875,3881.694091796875,3883.194091796875,0.9820953011512756,4.574136257171631,0.028211157768964767,0.029045766219496727,0.028505856171250343,0.03335040062665939,0.5178093314170837,0.5726237297058105,0.5260397791862488,0.5607611536979675,0.21777163445949554,0.22216658294200897,0.22029367089271545,0.24043725430965424,,,,,,,,,,,,,,,,,,,
15,299,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
15,303,,,,,,,,,,,,,,,,,,,,,,0.6854953765869141,0.4966226816177368,0.6733735799789429,0.6638616323471069,0.6680698394775391,0.9360683560371399,0.940123975276947,0.6546003818511963,0.7258759140968323,4.079832077026367,0.9387910962104797,0.637484610080719,0.7477623820304871,0.7069850564002991,0.9750475287437439,0.9016380906105042
15,303,3881.532958984375,3881.26318359375,3881.532958984375,3882.980224609375,0.6669068932533264,4.4930949211120605,0.026931684464216232,0.027652734890580177,0.02714286930859089,0.03171473741531372,0.514610767364502,0.5669381022453308,0.521923840045929,0.5583264231681824,0.2140377014875412,0.21813106536865234,0.215234637260437,0.23463909327983856,,,,,,,,,,,,,,,,,,,
16,322,,,,,,,,,,,,,,,,,,,,,,0.6806091666221619,0.5175268054008484,0.6459773778915405,0.6717678904533386,0.6687767505645752,0.9320641160011292,0.942815899848938,0.6540602445602417,0.7255601286888123,4.148291110992432,0.9444794654846191,0.6369315981864929,0.7242139577865601,0.7088560461997986,0.9686979651451111,0.8991990685462952
16,322,3881.980224609375,3881.983642578125,3882.279541015625,3882.746826171875,0.8167755007743835,4.4582438468933105,0.026431584730744362,0.027373457327485085,0.026775086298584938,0.030736073851585388,0.5148375630378723,0.5638982653617859,0.5208993554115295,0.5552394390106201,0.2114325314760208,0.2166333943605423,0.2135947197675705,0.231733500957489,,,,,,,,,,,,,,,,,,,
17,341,,,,,,,,,,,,,,,,,,,,,,0.6819800734519958,0.488288015127182,0.6375277638435364,0.6679571270942688,0.6619688272476196,0.9317350387573242,0.942156195640564,0.6587312817573547,0.7320356369018555,4.098329544067383,0.9423601031303406,0.6275443434715271,0.7238089442253113,0.7123941779136658,0.9618743658065796,0.9056380987167358
17,341,3882.046142578125,3881.233642578125,3881.9013671875,3883.345458984375,0.750423014163971,4.545993804931641,0.027889659628272057,0.02866360731422901,0.028362736105918884,0.03320883587002754,0.5202500820159912,0.5669901371002197,0.5238548517227173,0.5528407692909241,0.21657587587833405,0.22077645361423492,0.21991297602653503,0.23845206201076508,,,,,,,,,,,,,,,,,,,
18,349,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
18,360,,,,,,,,,,,,,,,,,,,,,,0.66126948595047,0.5423613786697388,0.6487348675727844,0.6816006302833557,0.6500412821769714,0.932962954044342,0.9446770548820496,0.6561878323554993,0.7300501465797424,4.055491924285889,0.9386934638023376,0.636801540851593,0.7464397549629211,0.7129443287849426,0.9566112160682678,0.9123047590255737
18,360,3883.63818359375,3882.884765625,3883.131591796875,3884.184326171875,0.8942325115203857,4.453884601593018,0.026701027527451515,0.027608150616288185,0.02714395523071289,0.03146006166934967,0.5110150575637817,0.5559443831443787,0.5175074338912964,0.5489954948425293,0.21260742843151093,0.21785585582256317,0.21469025313854218,0.23277422785758972,,,,,,,,,,,,,,,,,,,
19,379,,,,,,,,,,,,,,,,,,,,,,0.6593520045280457,0.5546245574951172,0.6572425365447998,0.6696966290473938,0.6759496331214905,0.9325493574142456,0.9412453770637512,0.6525906920433044,0.7286743521690369,4.058470726013184,0.9358670711517334,0.6433730721473694,0.7456611394882202,0.7164169549942017,0.9622059464454651,0.9058657884597778
19,379,3882.171142578125,3881.440673828125,3882.04931640625,3883.059326171875,1.156190037727356,4.466101169586182,0.02558569423854351,0.027085551992058754,0.026256753131747246,0.031018780544400215,0.5101338028907776,0.5644049048423767,0.5140519142150879,0.5579053163528442,0.21207688748836517,0.21981370449066162,0.21499839425086975,0.2380462884902954,,,,,,,,,,,,,,,,,,,
20,398,,,,,,,,,,,,,,,,,,,,,,0.6789747476577759,0.5661603212356567,0.6509764194488525,0.6721053719520569,0.665837287902832,0.9355965256690979,0.9401694536209106,0.6525465846061707,0.721250057220459,4.075634002685547,0.9413904547691345,0.6468108296394348,0.7620360851287842,0.7198384404182434,0.967741847038269,0.9074267148971558
20,398,3882.506591796875,3882.01318359375,3882.496826171875,3883.680908203125,0.8225365877151489,4.393991470336914,0.025959327816963196,0.027096936479210854,0.02630387805402279,0.0318073146045208,0.5032699108123779,0.5475586652755737,0.5102456212043762,0.5481914281845093,0.20809251070022583,0.21321523189544678,0.2101418673992157,0.2329941987991333,,,,,,,,,,,,,,,,,,,
21,399,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
21,417,,,,,,,,,,,,,,,,,,,,,,0.6784986853599548,0.5203298926353455,0.6389017701148987,0.6523205041885376,0.683346152305603,0.9319736957550049,0.9384705424308777,0.6575585007667542,0.7296319007873535,3.9238381385803223,0.940833568572998,0.63467937707901,0.7319055199623108,0.7110477685928345,0.9601720571517944,0.9065161943435669
21,417,3882.756591796875,3881.98681640625,3882.0888671875,3883.53955078125,0.7752912640571594,4.337276935577393,0.026964887976646423,0.02736024558544159,0.027330778539180756,0.032053109258413315,0.49990999698638916,0.5443952083587646,0.5048111081123352,0.5377597808837891,0.2030160278081894,0.20698954164981842,0.20519450306892395,0.22572778165340424,,,,,,,,,,,,,,,,,,,
22,436,,,,,,,,,,,,,,,,,,,,,,0.6404976844787598,0.548421323299408,0.5951422452926636,0.6105988621711731,0.6493397355079651,0.932012677192688,0.9444169998168945,0.6557871699333191,0.7236236929893494,4.177530288696289,0.9352771639823914,0.6087999939918518,0.6894171833992004,0.694428563117981,0.9582969546318054,0.9090686440467834
22,436,3881.796142578125,3881.592041015625,3881.48681640625,3882.605224609375,0.9564311504364014,4.388548851013184,0.026286229491233826,0.027208223938941956,0.026638630777597427,0.03271472081542015,0.4999668598175049,0.5468189120292664,0.5040428042411804,0.5484697818756104,0.20729872584342957,0.2117704600095749,0.20904609560966492,0.2343905121088028,,,,,,,,,,,,,,,,,,,
23,449,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
23,455,,,,,,,,,,,,,,,,,,,,,,0.6686459183692932,0.48642927408218384,0.6271958351135254,0.6406714916229248,0.6616001129150391,0.9348534941673279,0.9407930374145508,0.6569402813911438,0.7361359596252441,4.156708240509033,0.9371308088302612,0.6169085502624512,0.6919333934783936,0.6998392939567566,0.9511488676071167,0.9204999208450317
23,455,3882.717041015625,3882.506591796875,3882.32568359375,3882.79931640625,0.5008776783943176,4.304832458496094,0.02622384950518608,0.027116063982248306,0.026592925190925598,0.03224773705005646,0.4951314926147461,0.5370863080024719,0.5007079839706421,0.5396800637245178,0.20067591965198517,0.20558489859104156,0.2026144564151764,0.22678649425506592,,,,,,,,,,,,,,,,,,,
24,474,,,,,,,,,,,,,,,,,,,,,,0.6782532334327698,0.551984965801239,0.6436654329299927,0.6642526388168335,0.698748767375946,0.9289215803146362,0.9389849901199341,0.6541459560394287,0.7271132469177246,3.9685916900634766,0.9406083226203918,0.6473810076713562,0.7513399720191956,0.7159632444381714,0.9441207051277161,0.9156218767166138
24,474,3882.828857421875,3882.77294921875,3882.240234375,3883.60205078125,0.49877282977104187,4.416462421417236,0.02740352414548397,0.02876528538763523,0.027920709922909737,0.034026578068733215,0.5033378601074219,0.5498875379562378,0.5090301632881165,0.5473945140838623,0.2059992402791977,0.2112472504377365,0.2080342322587967,0.23283536732196808,,,,,,,,,,,,,,,,,,,
25,493,,,,,,,,,,,,,,,,,,,,,,0.6659884452819824,0.5466514229774475,0.6769397854804993,0.6743954420089722,0.6811399459838867,0.9251804947853088,0.9416531324386597,0.6593896150588989,0.7401721477508545,4.086872100830078,0.9435295462608337,0.6490229964256287,0.7658058404922485,0.7222050428390503,0.9720872640609741,0.8846783638000488
25,493,3882.240234375,3882.25,3881.782958984375,3883.220458984375,0.6393981575965881,4.213034629821777,0.02420879527926445,0.02464800514280796,0.024433759972453117,0.0287742018699646,0.4923709034919739,0.5373489856719971,0.49705782532691956,0.5340445637702942,0.19845175743103027,0.20238840579986572,0.20007441937923431,0.22002960741519928,,,,,,,,,,,,,,,,,,,
26,499,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
26,512,,,,,,,,,,,,,,,,,,,,,,0.6933907270431519,0.5596399307250977,0.6730903387069702,0.6705101728439331,0.6872889399528503,0.9301592707633972,0.9408165812492371,0.6644331812858582,0.7359167337417603,3.860508918762207,0.9423853158950806,0.6567839980125427,0.7429301142692566,0.7290045619010925,0.9655144214630127,0.8991990685462952
26,512,3882.207275390625,3882.447265625,3881.529541015625,3883.453857421875,0.6225461959838867,4.196654796600342,0.024318819865584373,0.025570010766386986,0.024759357795119286,0.02991839498281479,0.48526307940483093,0.542454183101654,0.4924318492412567,0.5385880470275879,0.19373568892478943,0.19935168325901031,0.19642555713653564,0.21802930533885956,,,,,,,,,,,,,,,,,,,
27,531,,,,,,,,,,,,,,,,,,,,,,0.6827319860458374,0.587077796459198,0.6807420253753662,0.6830328106880188,0.6835624575614929,0.9388675093650818,0.9412631988525391,0.6653278470039368,0.733622670173645,3.7958672046661377,0.9399243593215942,0.6634293794631958,0.7979095578193665,0.7308946251869202,0.9667672514915466,0.9132962822914124
27,531,3880.57568359375,3881.292724609375,3879.953857421875,3882.5263671875,0.6315258741378784,4.1482625007629395,0.024104533717036247,0.02484220266342163,0.0242860559374094,0.028808964416384697,0.4814528822898865,0.531551718711853,0.490915447473526,0.5239534378051758,0.19340305030345917,0.1988728791475296,0.19631946086883545,0.2164946049451828,,,,,,,,,,,,,,,,,,,
28,549,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
28,550,,,,,,,,,,,,,,,,,,,,,,0.6970160603523254,0.5849168300628662,0.6677085757255554,0.6763242483139038,0.6891988515853882,0.9410322904586792,0.9413169622421265,0.6670941710472107,0.734198272228241,3.9180474281311035,0.9432728290557861,0.6630328893661499,0.8083856105804443,0.7340695858001709,0.9643206596374512,0.919735312461853
28,550,3880.22705078125,3881.1875,3879.279541015625,3883.269775390625,0.6308009028434753,4.125925540924072,0.024025211110711098,0.025457127019762993,0.024527084082365036,0.02963048219680786,0.47667649388313293,0.5203726291656494,0.48202207684516907,0.5207889676094055,0.19185414910316467,0.20008684694766998,0.19501157104969025,0.21697954833507538,,,,,,,,,,,,,,,,,,,
29,569,,,,,,,,,,,,,,,,,,,,,,0.6959413886070251,0.5719863176345825,0.631364643573761,0.6737883687019348,0.693755567073822,0.9425979256629944,0.9431870579719543,0.664100706577301,0.7301754355430603,3.8903791904449463,0.9448371529579163,0.653367280960083,0.7630658149719238,0.7221466898918152,0.9672364592552185,0.9202722907066345
29,569,3881.243408203125,3880.904541015625,3880.003173828125,3883.230224609375,0.5938984155654907,4.11234712600708,0.024555403739213943,0.025516845285892487,0.02485850639641285,0.02922629751265049,0.4801507890224457,0.5320663452148438,0.4849826991558075,0.5270987749099731,0.18912619352340698,0.19356173276901245,0.1911081075668335,0.20983602106571198,,,,,,,,,,,,,,,,,,,
30,588,,,,,,,,,,,,,,,,,,,,,,0.6964843273162842,0.55135178565979,0.6648722887039185,0.6729066967964172,0.6774495244026184,0.9427720308303833,0.9451879858970642,0.6659606099128723,0.7368749976158142,4.004080295562744,0.9456310868263245,0.6526129245758057,0.7899903655052185,0.7218342423439026,0.9723264575004578,0.9155076742172241
30,588,3880.983642578125,3880.891357421875,3879.417724609375,3882.947265625,0.5700708627700806,4.139014720916748,0.023736732080578804,0.025001896545290947,0.02410580962896347,0.029147084802389145,0.4783003330230713,0.5313599109649658,0.4857304096221924,0.5232216119766235,0.19382166862487793,0.19919922947883606,0.19590185582637787,0.2163001149892807,,,,,,,,,,,,,,,,,,,
31,599,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
31,607,,,,,,,,,,,,,,,,,,,,,,0.6841591596603394,0.5499130487442017,0.6700541377067566,0.6829715371131897,0.6768020391464233,0.9361763000488281,0.9445909261703491,0.6663594841957092,0.7380555272102356,3.9320273399353027,0.9437408447265625,0.6527799963951111,0.757175862789154,0.7234388589859009,0.9608262181282043,0.9138332605361938
31,607,3879.503173828125,3881.27294921875,3879.740234375,3882.378173828125,0.8060055375099182,4.2028398513793945,0.022873053327202797,0.02407531812787056,0.023340877145528793,0.027420705184340477,0.4787174463272095,0.5315577387809753,0.48586705327033997,0.5178576707839966,0.204401895403862,0.21182283759117126,0.20659242570400238,0.22732822597026825,,,,,,,,,,,,,,,,,,,
32,626,,,,,,,,,,,,,,,,,,,,,,0.7085842490196228,0.5823495388031006,0.6631629467010498,0.6858950853347778,0.6836220026016235,0.9436714053153992,0.943885862827301,0.6674045324325562,0.7394732236862183,3.880801200866699,0.9433228373527527,0.664722740650177,0.7901835441589355,0.7375996112823486,0.9646865129470825,0.9243864417076111
32,626,3881.802734375,3882.180908203125,3881.654541015625,3883.572265625,0.657168447971344,4.087002277374268,0.02373775653541088,0.024762066081166267,0.02413584478199482,0.028654970228672028,0.47284024953842163,0.5315127372741699,0.481586217880249,0.5235753059387207,0.1888977736234665,0.19427533447742462,0.19104623794555664,0.21129831671714783,,,,,,,,,,,,,,,,,,,
33,645,,,,,,,,,,,,,,,,,,,,,,0.6986021995544434,0.5842777490615845,0.6667836308479309,0.6724546551704407,0.6646214723587036,0.9406670928001404,0.9463636875152588,0.6727578043937683,0.7429788708686829,3.9009711742401123,0.9410614967346191,0.6573479175567627,0.777136504650116,0.7209585309028625,0.9715144634246826,0.9129551649093628
33,645,3881.171142578125,3880.177734375,3880.078857421875,3882.891357421875,0.6322411894798279,4.051977634429932,0.022582845762372017,0.02386394701898098,0.02312306873500347,0.029184846207499504,0.46611544489860535,0.5316936373710632,0.4740951359272003,0.5266814231872559,0.18604189157485962,0.1925080120563507,0.18884091079235077,0.21241873502731323,,,,,,,,,,,,,,,,,,,
34,649,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,
34,664,,,,,,,,,,,,,,,,,,,,,,0.6870558261871338,0.559270441532135,0.6725462079048157,0.6789286136627197,0.6766393780708313,0.9354918003082275,0.944453775882721,0.6736754179000854,0.7416310906410217,3.975893020629883,0.9431125521659851,0.6548880934715271,0.7561737298965454,0.7237573862075806,0.9642477631568909,0.9105161428451538
34,664,3881.279541015625,3881.144775390625,3880.615234375,3883.73681640625,0.42943066358566284,4.093769073486328,0.023565301671624184,0.02449202723801136,0.023926720023155212,0.029890283942222595,0.4773941934108734,0.5360284447669983,0.4838826656341553,0.5274357199668884,0.1864292025566101,0.19234146177768707,0.18821164965629578,0.21284575760364532,,,,,,,,,,,,,,,,,,,
35,683,,,,,,,,,,,,,,,,,,,,,,0.6900970339775085,0.55997234582901,0.6637974381446838,0.688799262046814,0.6969467401504517,0.933301568031311,0.9469273686408997,0.6739213466644287,0.7412033081054688,3.8510096073150635,0.9427677989006042,0.6599225401878357,0.7875133752822876,0.7322218418121338,0.9847158789634705,0.888222336769104
